timestamp_ns,frame_file,roll_rad
0,frames/frame_0000.png,0.000000000000
33333333,frames/frame_0001.png,0.036487316921
66666667,frames/frame_0002.png,0.072574871163
100000000,frames/frame_0003.png,0.107867279929
133333333,frames/frame_0004.png,0.141977872204
166666667,frames/frame_0005.png,0.174532925199
200000000,frames/frame_0006.png,0.205175758943
233333333,frames/frame_0007.png,0.233570644137
266666667,frames/frame_0008.png,0.259406480475
300000000,frames/frame_0009.png,0.282400205129
333333333,frames/frame_0010.png,0.302299894039
366666667,frames/frame_0011.png,0.318887522050
400000000,frames/frame_0012.png,0.331981351638
433333333,frames/frame_0013.png,0.341437924066
466666667,frames/frame_0014.png,0.347153631147
500000000,frames/frame_0015.png,0.349065850399
533333333,frames/frame_0016.png,0.347153631147
566666667,frames/frame_0017.png,0.341437924066
600000000,frames/frame_0018.png,0.331981351638
633333333,frames/frame_0019.png,0.318887522050
666666667,frames/frame_0020.png,0.302299894039
700000000,frames/frame_0021.png,0.282400205129
733333333,frames/frame_0022.png,0.259406480475
766666667,frames/frame_0023.png,0.233570644137
800000000,frames/frame_0024.png,0.205175758943
833333333,frames/frame_0025.png,0.174532925199
866666667,frames/frame_0026.png,0.141977872204
900000000,frames/frame_0027.png,0.107867279929
933333333,frames/frame_0028.png,0.072574871163
966666667,frames/frame_0029.png,0.036487316921
1000000000,frames/frame_0030.png,0.000000000000
1033333333,frames/frame_0031.png,-0.036487316921
1066666667,frames/frame_0032.png,-0.072574871163
1100000000,frames/frame_0033.png,-0.107867279929
1133333333,frames/frame_0034.png,-0.141977872204
1166666667,frames/frame_0035.png,-0.174532925199
1200000000,frames/frame_0036.png,-0.205175758943
1233333333,frames/frame_0037.png,-0.233570644137
1266666667,frames/frame_0038.png,-0.259406480475
1300000000,frames/frame_0039.png,-0.282400205129
1333333333,frames/frame_0040.png,-0.302299894039
1366666667,frames/frame_0041.png,-0.318887522050
1400000000,frames/frame_0042.png,-0.331981351638
1433333333,frames/frame_0043.png,-0.341437924066
1466666667,frames/frame_0044.png,-0.347153631147
1500000000,frames/frame_0045.png,-0.349065850399
1533333333,frames/frame_0046.png,-0.347153631147
1566666667,frames/frame_0047.png,-0.341437924066
1600000000,frames/frame_0048.png,-0.331981351638
1633333333,frames/frame_0049.png,-0.318887522050
1666666667,frames/frame_0050.png,-0.302299894039
1700000000,frames/frame_0051.png,-0.282400205129
1733333333,frames/frame_0052.png,-0.259406480475
1766666667,frames/frame_0053.png,-0.233570644137
1800000000,frames/frame_0054.png,-0.205175758943
1833333333,frames/frame_0055.png,-0.174532925199
1866666667,frames/frame_0056.png,-0.141977872204
1900000000,frames/frame_0057.png,-0.107867279929
1933333333,frames/frame_0058.png,-0.072574871163
1966666667,frames/frame_0059.png,-0.036487316921
2000000000,frames/frame_0060.png,-0.000000000000
2033333333,frames/frame_0061.png,0.036487316921
2066666667,frames/frame_0062.png,0.072574871163
2100000000,frames/frame_0063.png,0.107867279929
2133333333,frames/frame_0064.png,0.141977872204
2166666667,frames/frame_0065.png,0.174532925199
2200000000,frames/frame_0066.png,0.205175758943
2233333333,frames/frame_0067.png,0.233570644137
2266666667,frames/frame_0068.png,0.259406480475
2300000000,frames/frame_0069.png,0.282400205129
2333333333,frames/frame_0070.png,0.302299894039
2366666667,frames/frame_0071.png,0.318887522050
2400000000,frames/frame_0072.png,0.331981351638
2433333333,frames/frame_0073.png,0.341437924066
2466666667,frames/frame_0074.png,0.347153631147
2500000000,frames/frame_0075.png,0.349065850399
2533333333,frames/frame_0076.png,0.347153631147
2566666667,frames/frame_0077.png,0.341437924066
